Gene	Flowers	IL	ML	Stem	Root
CRO_T122752	5.51	4.95	4.8	8.5	7.8
CRO_T122753	0.12	0.2	0.03	0.2	0
CRO_T122756	0	0.45	1.03	0	0.53
CRO_T122757	21.2	39.7	44.86	101.77	64.26
CRO_T122758	0.25	0.28	0.27	0.3	0.24
CRO_T122759	0.11	0.23	0.82	0.78	0.47
CRO_T122760	0	0	0	0	0
CRO_T122761	22.49	25.22	25.5	25.97	39.51
CRO_T122762	43.93	48.09	32.8	51.1	43.85
CRO_T122764	27.92	24.63	19.4	23.11	30.58
CRO_T122765	0.18	0.26	0.37	0.78	1.8
CRO_T122766	24.24	8.2	3.64	19.43	18.5
CRO_T122767	0	0.07	0.25	0	0.17
CRO_T122768	0.24	0	0.27	0	0.23
CRO_T122769	0	0.05	0.06	0.24	0
CRO_T122770	70.79	49.93	42.26	79	78.98
CRO_T122771	88.22	38.22	30.08	84.48	76.25
CRO_T122772	2.1	1.31	0	0.94	0
CRO_T122773	0	0.14	0.18	0	0
CRO_T122774	2.13	0.58	0.67	0.5	0.41
CRO_T122778	0	0	0	0.66	0
CRO_T122779	43.51	32.99	25.35	47.87	39.23
CRO_T122780	96.66	58.34	61.5	109.91	109.08
CRO_T122781	0.22	0.11	0.14	0	1.67
CRO_T122782	0.76	0	0	0.91	0.44
CRO_T122783	8.79	8.67	9.17	9.19	17.88
CRO_T122784	0.62	2.05	1.08	2.59	0.54
CRO_T122785	0.16	0.68	0.33	0.2	0.59
CRO_T122786	1.32	1.63	1.17	0.63	1.8
CRO_T122787	0	0	0	0.84	0
CRO_T122788	0	2.22	0	0.65	0
CRO_T122790	36.82	20.24	23.38	48.28	24.91
CRO_T122791	4.38	2.15	3.3	8.53	1.78
CRO_T122793	0.67	0.38	0.3	0.08	0.58
CRO_T122795	1.05	1.2	1.35	1.87	1.67
CRO_T122796	0.27	0.25	0.61	0.79	0.86
CRO_T122797	0.24	0.04	0.05	0.25	0.05
CRO_T122798	13.17	18.79	24.7	8.34	13.1
CRO_T122799	0.11	0.09	0	0.22	0.14
CRO_T122800	0	0	0.31	1.2	0.62
CRO_T122801	23.86	84.65	81.05	34.01	44.73
CRO_T122803	0.55	0	0.66	0	0
CRO_T122805	0.2	0.21	0	0	0
CRO_T122806	0.18	0	0	0	0
CRO_T122808	2.53	3.43	4.72	2.93	3.17
CRO_T122809	6.69	10.07	3.43	1.89	20.04
CRO_T122810	80.17	53.2	48.75	83.32	69.89
CRO_T122811	0.34	0.23	0	0.13	0.43
CRO_T122813	0	0	0	0.32	0
CRO_T122815	0	0.11	0	0.18	0.16
CRO_T122816	0.13	0.15	0	0.68	0
CRO_T122818	0.05	0.11	0.12	0.31	0.11
CRO_T122820	13.07	5.89	4.58	31.67	36.01
CRO_T122821	24.91	15.97	13.83	20.09	21.22
CRO_T122822	0.16	0.18	0	0.42	0
CRO_T122823	86.13	51.12	55.58	79.7	80.32
CRO_T122824	117.68	41.65	32.26	113.05	31.42
CRO_T122826	44.26	45.4	38.76	31.69	42.37
CRO_T122828	0	0	0	0	0.4
CRO_T122829	0.03	0.13	0	0	0
CRO_T122830	0.46	0.26	1.03	0.24	0.78
CRO_T122832	13.78	48.3	54.87	117.52	73.11
CRO_T122833	0.69	3.5	1.03	1.83	0.8
CRO_T122834	5.87	4.35	3.45	4.21	3.35
CRO_T122835	0.18	0.11	0.13	0.49	0.12
CRO_T122836	6.37	6.91	7	9.27	6.84
CRO_T122837	294.5	99.56	124.27	86.23	228.59
CRO_T122840	15.56	7.54	6.76	2.55	4.61
CRO_T122841	6.18	6.82	5.96	1.33	2.75
CRO_T122842	1.26	0.17	0.41	0.18	0.83
CRO_T122844	0.26	0	0	0	0
CRO_T122845	3.38	2.38	1.74	1.37	1.93
CRO_T122847	0.49	0	0.48	1.11	1.47
CRO_T122849	0	0.11	0.13	0.35	0.12
CRO_T122850	0.36	1.24	0.84	3.1	1.61
CRO_T122851	0	0.33	0.12	0.25	0.64
CRO_T122853	0	0	0.09	0	0.08
CRO_T122854	0	0	0	0	0
CRO_T122855	2.49	1.74	8.71	1.61	0
CRO_T122856	27.64	49.04	44.96	36.33	28.64
CRO_T122857	1.37	1.11	1.09	1.59	2.96
CRO_T122858	0.4	0.42	0.17	0	0.18
CRO_T122859	0	0	0	0	0
CRO_T122860	0	0.19	0.2	0	0.19
CRO_T122861	0.37	0	0	3.28	1.27
CRO_T122863	1.65	3.21	0.39	2.88	1.56
CRO_T122864	0	0	0	0	0.56
CRO_T122865	0.61	0	0	0.17	0.75
CRO_T122866	0	0	0	0.24	0.24
CRO_T122867	0	0	0	0	0.22
CRO_T122868	2.25	2.9	3.87	3.28	3.53
CRO_T122871	1.21	0.29	1	0.38	0.54
CRO_T122872	0.31	0.45	0.6	0.12	0
CRO_T122873	0	0.12	0	0.27	0
CRO_T122874	0	0	0	0.07	0
CRO_T122875	15.33	12.66	10.65	13.52	10.85
CRO_T122876	0	0.41	0.56	0	0.54
CRO_T122877	34.02	26.37	19.57	27.74	34.24
CRO_T122878	0.64	0.44	0.47	2.94	0.36
CRO_T122879	0.79	0.64	0.26	1.52	0.36
CRO_T122881	0	0	0	0	0.37
CRO_T122882	0.31	0.3	0.37	1.31	0.36
CRO_T122883	0	0	0	0	0.23
CRO_T122884	0.17	0	0	0	0.18
CRO_T122885	0.23	0	0	0	0.26
CRO_T122886	1.62	7.53	0.41	8.24	2.76
CRO_T122887	4.58	7.04	7.22	10.4	7.66
CRO_T122888	6869.68	5506.12	4613.3	41.24	869.71
CRO_T122892	4.63	0.4	0	0.8	0.52
CRO_T122893	38.24	38.72	22.47	45.09	30.07
CRO_T122894	86.79	95.08	88.58	139.57	136.49
CRO_T122895	34.69	120.72	97.55	0.16	108.86
CRO_T122896	111.12	46.89	45.5	62.43	50.67
CRO_T122897	52.76	69.35	162.59	0.1	9.42
CRO_T122898	8.44	23.09	23.51	3.82	7.14
CRO_T122899	6.98	10.45	11.91	2.79	3.65
CRO_T122900	0.21	0	0	0	0
CRO_T122901	55.08	35.35	36.98	55.06	58.78
CRO_T122902	14.19	11.52	13.23	36.46	22.02
CRO_T122904	29.13	22.32	17.93	18.2	37.87
CRO_T122905	55.42	20.26	19.58	30.04	24.18
CRO_T122906	0.11	0.06	0.24	0.07	0.2
CRO_T122907	1.21	1.73	1.53	8.86	5.94
CRO_T122908	39.03	27.62	28.46	60.73	41.19
CRO_T122909	0.15	0	0	0.18	0
CRO_T122910	28.16	27.58	23.61	31.66	39.7
CRO_T122912	103.14	206.62	96.24	204.92	78.61
CRO_T122913	15.7	23.09	15.7	15.87	13.9
CRO_T122914	275.77	185.08	148.73	167.04	163.85
CRO_T122915	49.14	61.5	59	77.65	111.73
CRO_T122916	94.05	157.36	102.51	196.39	235.61
CRO_T122917	19.31	26.96	20.03	12.93	19.95
CRO_T122918	288.23	254.99	194.91	246.55	220.49
CRO_T122919	21.95	26	21.45	27.3	20.25
CRO_T122920	2.03	2.45	2.35	0.25	0.61
CRO_T122921	5.7	0.63	0.7	0.58	0.29
CRO_T122922	0.77	31.34	4.6	9.6	19.06
CRO_T122924	79.75	30.11	31.43	26.13	37.43
CRO_T122926	0	0.31	0	0	0
CRO_T122928	2.01	2.6	2.54	5.03	10.85
CRO_T122929	28.91	12.21	12.72	16.72	17.39
CRO_T122930	76.94	48.39	43.76	77.57	66.15
CRO_T122931	27.64	38.79	39.07	46.66	37.28
CRO_T122932	10.35	17.82	9.34	26.15	15.12
CRO_T122933	19.04	18.26	12.27	21.82	22.55
CRO_T122934	133.47	194.52	167.95	288.59	242.19
CRO_T122935	13.62	13.15	12.04	13.22	14.55
CRO_T122936	28.5	21.89	15.78	17.56	18.63
CRO_T122937	1.91	0.69	0.4	0.73	0.91
CRO_T122939	0	0	0.18	0.33	0
CRO_T122940	8.91	9.72	8.21	14.65	11.87
CRO_T122941	4.26	65.06	9.87	5.87	50.77
CRO_T122942	1.12	3.39	5.11	3.83	18.15
CRO_T122943	12.6	16.72	11.62	17.44	14.26
CRO_T122944	14.63	21.01	11.3	28.93	21.87
CRO_T122945	30.43	24.42	17.97	37.51	36.91
CRO_T122946	20.36	22.99	12.32	28.76	26.66
CRO_T122947	26.74	49.79	42.25	17.27	30.46
CRO_T122948	40.47	47.46	26.93	51.7	35.28
CRO_T122949	89.71	13.17	13.89	144.76	37.05
CRO_T122950	51.73	38.23	41.31	55.35	60.77
CRO_T122951	3.43	3.12	2.58	25.52	15.59
CRO_T122952	155.21	30.28	31.44	168.7	123.49
CRO_T122953	15.04	23.67	18.26	19.3	24.5
CRO_T122954	87.86	45.15	36.43	47.62	53.95
CRO_T122956	124.17	102.72	98.28	160.97	134.33
CRO_T122957	24.14	54.48	30.53	56.64	18.67
CRO_T122958	3.65	33.63	46.63	316.57	443.47
CRO_T122959	201.35	184.62	135.46	195.03	307.97
CRO_T122960	1.79	4.3	3.49	10.08	8.51
CRO_T122961	57.61	78.41	51.83	63.71	59.64
CRO_T122962	13.21	34.8	21.92	37.25	73.99
CRO_T122963	2.9	1.51	1.88	2.38	1.31
CRO_T122964	0.91	1.99	2.14	60.84	21.61
CRO_T122966	2.44	9.45	5.71	8.26	8.13
CRO_T122968	1.94	1.82	0.51	0.83	0.84
CRO_T122969	0.09	0	0	0	0
CRO_T122970	1.24	1.31	1.15	3.58	1.43
CRO_T122971	13.99	33.02	19.25	57.18	35.86
CRO_T122972	86.69	86.94	100.69	329.89	196.92
CRO_T122973	0	0	0	0.25	0.24
CRO_T122974	2.67	3	0.23	10.72	0.84
CRO_T122975	10.1	13.85	8.56	17.62	13.26
CRO_T122976	0.82	1.02	0.94	0.53	0.43
CRO_T122977	0.9	0	0	0	0.27
CRO_T122978	1.01	0.71	0.7	1.18	0.71
CRO_T122979	47.36	56.43	41.52	40.03	48.09
CRO_T122981	0.37	0	0.34	0.14	0
CRO_T122982	0.12	0.12	0.13	0	0
CRO_T122983	0.39	0.52	0.28	0.32	0.46
CRO_T122984	1.07	0.21	0	0.52	0.82
CRO_T122986	0	0	0	0.34	0
CRO_T122987	0	0.11	0	0.55	0.17
CRO_T122989	2.21	0.4	0.33	1.91	1.23
CRO_T122990	0.17	0.69	0.23	0.41	0.23
CRO_T122991	0	0.12	0.32	0.28	0.5
CRO_T122992	0	0	0	0	0
CRO_T122995	0.4	0.13	0.04	0.26	0.37
CRO_T122997	174.71	1308.5	863.82	77.31	141.03
CRO_T122998	56.54	20.68	24.32	38.62	34.44
CRO_T122999	21.66	37.13	31.15	31.94	32.43
CRO_T123001	0	0	0	0	0
CRO_T123002	63.19	65.17	79.76	19.26	70.19
CRO_T123003	0.2	0.55	0.35	0.18	3.87
CRO_T123004	0	0.05	0.06	0.06	0
CRO_T123005	6.19	17.25	1.68	11.21	6.1
CRO_T123006	6.67	10.07	1.37	6.18	3.31
CRO_T123007	1.85	3.06	1.48	1.6	0.94
CRO_T123008	0.28	0.29	0.05	0.32	1.47
CRO_T123009	0.29	0.6	1.27	0.75	6.5
CRO_T123010	0.26	0.12	0.15	121.31	8.13
CRO_T123011	1.73	1.05	1.62	0.82	0.53
CRO_T123012	1.79	1.08	0.78	40.77	3.26
CRO_T123013	0.64	0.31	1.08	19.88	0.7
CRO_T123014	0	0	0	0	0.28
CRO_T123016	39.87	21.25	16.67	328.55	106.32
CRO_T123017	0.38	1.75	2.21	3.48	2.82
CRO_T123019	0	0	0	0	0.11
CRO_T123021	0.3	0.15	0.58	0	0.28
CRO_T123022	0	0	0	0	0.2
CRO_T123024	0.12	0.06	0	0	0
CRO_T123026	10.7	6.24	5.22	20.25	8.57
CRO_T123027	3.88	6.54	5.48	7.41	13.52
CRO_T123028	41.36	29.22	27.33	40.14	33.75
CRO_T123029	0.14	0.29	0	0.17	0
CRO_T123030	26.37	11.76	23.78	95.69	101.15
CRO_T123031	0.23	0.6	0.17	0.77	0.34
CRO_T123032	52.45	42.82	33.02	75.25	56.81
CRO_T123034	1.63	1.1	0.76	10.75	1.75
CRO_T123035	19.23	13.54	17.1	44.79	23.68
CRO_T123036	0.3	0	0.79	0	0
CRO_T123037	0.81	1.02	0	0.49	0
CRO_T123040	0.81	0.24	0.3	1.04	0.91
CRO_T123042	6.18	5.11	3.23	4.33	3.64
CRO_T123044	16.12	23.82	10.32	30.27	34.55
CRO_T123045	1.19	1.21	1.33	1.28	5
CRO_T123046	0	0.52	18.44	0.59	0
CRO_T123047	1.06	1.27	1.79	2.26	2.02
CRO_T123048	2.41	2.22	3.89	3.78	4.6
CRO_T123049	541.48	305.48	295.15	542.03	526.28
CRO_T123050	7.5	9.42	8.07	7.72	9.84
CRO_T123051	2.39	0.48	0.57	0.72	0.24
CRO_T123052	0	0	0	0	0
CRO_T123053	4.06	2.45	2.41	11.06	4.95
CRO_T123054	1.42	0	0.55	17.5	0.2
CRO_T123055	0.17	0.09	0.19	0.38	0.36
CRO_T123056	0.43	0.4	0.63	0.65	0.77
CRO_T123057	0	0	0	0	0.71
CRO_T123058	0	0	0	0	0
CRO_T123059	0	0	0	0	0
CRO_T123060	7.66	19.81	8.74	3.88	7.18
CRO_T123061	0	0.58	0.8	1.03	0.37
CRO_T123062	21.71	7.52	4.19	49.94	19.17
CRO_T123063	50.99	26.18	28.19	43.32	82.6
CRO_T123064	29.8	28.41	51.13	25.1	457.47
CRO_T123065	33.02	25.71	21.87	27.86	44.49
CRO_T123066	10.57	22.69	2.66	25.67	9.76
CRO_T123067	0	0	0	0	0
CRO_T123068	51.28	47.56	43.55	46.53	53.27
CRO_T123071	52.12	36.33	43.1	78.42	79.13
CRO_T123072	20.91	26.52	16.75	37.95	19.88
CRO_T123073	0.08	0.58	0.63	0.27	0.46
CRO_T123074	12.42	16.45	15.94	14.25	18.19
CRO_T123075	0.26	0.09	0.38	0.28	0.28
CRO_T123076	0.22	0.21	0	0.24	0
CRO_T123078	1	3.32	1.16	9.31	24.79
CRO_T123079	0.09	0.16	0.32	0.48	0.1
CRO_T123080	1.45	0.36	0.37	0.95	0
CRO_T123081	7.19	8.46	4.06	9.05	6.81
CRO_T123083	0.65	0.38	0.16	3.17	4.68
CRO_T123085	0.15	0	0	0	0.17
CRO_T123086	0.2	0.62	0.67	0.46	0.88
CRO_T123087	0.58	0	0.17	0	0
CRO_T123088	0.22	0.16	0.43	0.09	0.32
CRO_T123089	0.95	0.45	4.55	4.25	25.07
CRO_T123090	0.34	0.15	0.33	0.05	0.06
CRO_T123091	29.88	17.08	15.57	20.34	21.15
CRO_T123092	150.18	107.37	88.35	101.52	132.23
CRO_T123093	175.06	120.74	91.52	123.03	155.27
CRO_T123094	15.31	12.25	11.66	16.51	14.03
CRO_T123095	12.82	16.94	10.24	26.18	18.57
CRO_T123096	0	0	0.66	0	0
CRO_T123098	0	0	0	0	0
CRO_T123100	0.22	0.07	0	0	0
CRO_T123101	1.23	1.16	0.62	2.28	0.37
CRO_T123102	1.02	1.91	0.47	2.46	1.28
CRO_T123104	3.64	3.08	3.35	4.95	2.25
CRO_T123105	1.8	1.57	1.12	0.92	2.32
CRO_T123106	0.14	0.48	0	0	0.5
CRO_T123108	0.53	0.63	0.18	0.66	0.87
CRO_T123109	7.97	11.13	8.89	10.81	16.78
CRO_T123110	1.61	1.54	1.11	0.59	0.4
CRO_T123111	15.45	10.16	10.75	12.2	12.73
CRO_T123112	38.07	35.16	30.8	71.02	30.16
CRO_T123113	0	0.07	0	0	0
CRO_T123114	0.48	0	0.38	0	0.22
CRO_T123115	2.31	10.09	15.48	0.32	2.26
CRO_T123117	256.1	212.34	242.97	235.65	275.95
CRO_T123118	46.72	17.44	14.19	37.34	33.72
CRO_T123119	10.11	9.6	5.09	11.82	9.59
CRO_T123120	3.78	17.64	10.61	3.44	6.37
CRO_T123121	12.93	28.09	16.15	11.56	17.78
CRO_T123122	0.69	1.02	0.4	1.25	0.34
CRO_T123124	6.83	21.09	4.54	11	0.71
CRO_T123125	0.22	0.08	0.11	0.2	0
CRO_T123126	0	0	0.39	0	0
CRO_T123127	0.94	0.32	0.3	0.53	0.33
CRO_T123128	1.26	0	0.83	2.92	1.28
CRO_T123129	7.88	6.69	4.93	6.12	12.44
CRO_T123130	5.02	3.2	3.07	7.08	7.38
CRO_T123131	56.13	108.89	74.72	90.57	105.11
CRO_T123133	13.22	21.23	20.56	12.5	16.14
CRO_T123134	1.2	1.07	0.22	0.45	0.29
CRO_T123136	35.61	48.58	24.08	56.22	38.58
CRO_T123137	1.64	3.13	5.65	3.83	7.12
CRO_T123138	19.75	15.84	11.34	16.35	19.53
CRO_T123139	11.56	9.47	7.52	10.36	10.69
CRO_T123140	0	0.38	0	0.22	0
CRO_T123142	0.62	0.24	0.41	0.64	0.8
CRO_T123144	40.77	56.94	56.53	50.79	54.98
CRO_T123145	1.85	1.86	0.74	2.78	2.29
CRO_T123146	4.89	5.82	2.32	7.83	4.78
CRO_T123147	2.3	1.8	0.39	2.24	1.45
CRO_T123148	0.23	0.06	0.14	0.06	0.08
CRO_T123150	157.15	84.15	89.08	120.75	132.54
CRO_T123152	32.19	24.61	24.7	20.73	17.94
CRO_T123153	16.66	9.64	13.09	16.01	9.75
CRO_T123154	40.4	45.75	41.49	33.44	31.1
CRO_T123155	23.74	45.09	45.68	27.61	28.14
CRO_T123156	0.3	0.07	0.22	0.29	0.38
CRO_T123157	50.89	42.69	111.97	10.56	11.95
CRO_T123159	0.79	0	0.22	1.28	0.4
CRO_T123162	8.25	22.69	12.64	14.35	14.92
CRO_T123163	0.09	0.09	0.21	0.05	0
CRO_T123167	1.01	2.68	1.14	1.87	1.26
CRO_T123168	0.37	0.19	0.22	0	0
CRO_T123169	177.36	91.82	93.31	297.41	194.62
CRO_T123171	9.2	9.8	14.54	12.21	21.33
CRO_T123173	0.63	0.34	0	0.83	0
CRO_T123175	22.55	38.41	36.52	14.7	20.51
CRO_T123176	10.03	9.63	5.41	8.75	6.48
CRO_T123177	0.24	0.88	0.66	1.07	1.77
CRO_T123178	0	0	0.14	0	0
CRO_T123179	1.98	0.68	0.41	1.72	1.04
CRO_T123180	1.14	0.25	0.39	0.55	1.07
CRO_T123181	0.52	0.19	0.24	0.36	0.22
CRO_T123182	4.96	1.77	1.07	2.52	1.74
CRO_T123184	0.41	0.2	0.16	0.57	0.98
CRO_T123185	0.98	0.54	8.13	0.63	6.34
CRO_T123187	0	0	0	0	0
CRO_T123189	4.91	5.79	3.51	7.66	5.77
CRO_T123190	10.28	7.56	3.5	11.3	5.95
CRO_T123191	0	0.56	0	1.25	0
CRO_T123192	5.96	8.66	7.79	8.22	9.45
CRO_T123193	0.48	0.25	0.47	1.76	1.1
CRO_T123194	0.21	0.22	0.51	0.5	0.51
CRO_T123195	0.16	1.36	0.97	1.41	1.69
CRO_T123196	0.72	0.14	0.9	0.34	1.22
CRO_T123197	21.59	27.05	25.82	44.75	48.82
CRO_T123200	0	0	0	0	0
CRO_T123201	0	0	0	0	0
CRO_T123202	0	0	0.33	0	0
CRO_T123203	0.1	0.23	0	0.16	0.29
CRO_T123204	1.82	0.45	1.38	1.58	2.06
CRO_T123205	0.5	11.71	3.96	157.74	37.06
CRO_T123206	0.54	1.04	1.27	2.21	0.65
CRO_T123207	12.52	7.98	5.88	32.43	12.9
CRO_T123208	0.41	0.38	0.19	0.26	0.15
CRO_T123209	0.24	0	0	0	0
CRO_T123210	0.6	0.77	0.29	1.71	1.02
CRO_T123213	8.23	4.8	4.08	61.53	17.22
CRO_T123214	0.68	0.4	0.58	0	1.22
CRO_T123215	32.07	23.41	20.74	52.57	31.94
CRO_T123217	0.43	0	0	0	0
CRO_T123219	18.12	11.7	10.43	15.8	25.49
CRO_T123220	0	0	0	0	0
CRO_T123222	2.1	1.89	1.48	2.02	1.64
CRO_T123223	1.05	2.85	8.17	1.61	3.72
CRO_T123224	16.43	81.92	88.66	20.31	28.51
CRO_T123225	9.14	10.85	14.62	12.73	17.02
CRO_T123226	22.99	21.03	106.23	6.15	345.12
CRO_T123227	332.64	58.62	323.82	114.1	4040.34
CRO_T123228	2.2	3.42	6.6	1.61	5.79
CRO_T123230	0.23	0.22	0.64	0.19	0.39
CRO_T123231	1.05	1.27	3.48	16.21	2.97
CRO_T123232	1.3	0.99	2.51	10.69	2.11
CRO_T123233	0	0.07	0	0.08	0
CRO_T123234	3.14	6.29	2.74	6.37	7.42
CRO_T123237	0.12	0.71	0.74	0.26	0.72
CRO_T123241	0.23	0.44	0.28	0.53	0.26
CRO_T123242	0	0	0	0	0
CRO_T123243	29.24	19.26	41.77	15.41	24.52
CRO_T123244	75.68	72.81	62.51	64.45	65.53
CRO_T123245	0	0.35	0.1	0.08	0.09
CRO_T123248	1.1	0.77	1.97	1.65	2.79
CRO_T123250	2.93	1.25	0.77	1.6	2.17
CRO_T123252	0.51	0	0	1.12	0.91
CRO_T123253	5.59	6.21	12.11	8.96	7.24
CRO_T123254	0.18	0	0.4	0.23	0
CRO_T123256	11.68	13.87	14.27	7.34	10.28
CRO_T123257	7.16	20.48	12	12.9	7.27
CRO_T123259	0	0	0	0.23	0
CRO_T123260	0	0.25	0	0.32	0.29
CRO_T123261	0.36	0.36	0	0.38	0
CRO_T123262	0	0.05	0.14	0.26	0
CRO_T123264	0.8	0.17	0.25	0.17	0.2
CRO_T123265	0.77	0.76	0.45	0.41	0.85
CRO_T123266	8.96	11.48	10.21	7.78	12.32
CRO_T123267	9.92	16.82	13	13.26	11.5
CRO_T123268	0.05	0	0	0	0.05
CRO_T123270	0.37	0.7	0.77	0.43	0.73
CRO_T123272	0.85	2.42	2.35	0.63	1.9
CRO_T123273	0	0.13	0.23	0	0
CRO_T123274	0.18	0.36	1.02	0.64	0.47
CRO_T123275	0.77	0.22	0.57	1.39	0.91
CRO_T123277	0	0	0	0	0
CRO_T123278	1.17	0	0.43	1.9	1.81
CRO_T123279	0.12	0	0.18	0.16	0
CRO_T123280	0	0.14	0	0	0
CRO_T123281	50.92	41.44	30.5	95.08	101.68
CRO_T123282	3.63	6.3	9.9	11.35	12.55
CRO_T123283	1.61	1.04	2.29	1.01	1.12
CRO_T123284	0.49	2.26	0.49	1.76	0.44
CRO_T123285	5.6	19.48	19.15	20.41	31.96
CRO_T123286	8.54	14.05	12.94	13.68	21.39
CRO_T123287	17.37	15.44	15.58	17.17	16.92
CRO_T123288	7.59	10.09	7.54	29.06	20.18
CRO_T123289	51.41	22.64	17.26	31.32	30.11
CRO_T123290	6.55	37.84	48.39	10.62	80.62
CRO_T123291	8.64	17.56	14.96	2.19	16.32
CRO_T123292	16.85	21.29	14.8	14.84	25.41
CRO_T123293	64.7	66.78	55.59	72.11	75.46
CRO_T123294	25.97	174.64	201.6	28.7	49.7
CRO_T123295	11.05	33.26	56.89	6.52	15.08
CRO_T123296	12.73	6.94	8.44	8.45	43.15
CRO_T123297	34.6	30.57	39.73	74.21	66.13
CRO_T123298	0.47	1.76	0.9	0.57	3.73
CRO_T123299	4.11	1.68	5.75	7.72	5.73
CRO_T123300	1.09	0.5	0.51	0.3	0.23
CRO_T123302	0.77	1.44	0.86	6.26	1.19
CRO_T123303	1.49	1.88	0.97	1.35	1.66
CRO_T123304	0	0.26	0	0	0
CRO_T123305	2.76	3.62	1.9	8.25	3.93
CRO_T123306	29.43	7.34	5.92	11.78	9.46
CRO_T123307	2.38	62.26	97.07	5.15	8.65
CRO_T123308	32.88	1.73	1.46	0.71	2.11
CRO_T123309	8.25	11.79	9.89	12.68	16.83
CRO_T123310	51.56	519.44	338.97	32.82	64.21
CRO_T123311	56.11	35.51	22.84	33.01	29.5
CRO_T123313	21.62	5.38	3.37	14.04	15.55
CRO_T123314	2.84	0.34	0.19	7.41	0
CRO_T123315	63.06	42.51	35.93	48.11	57.92
CRO_T123316	8.6	14.72	9.91	15.02	10.57
CRO_T123317	26.01	10.07	7.79	97.54	52.07
CRO_T123318	7.5	1.7	1.21	41.16	18.34
CRO_T123319	10.25	2.4	1.95	22	11.88
CRO_T123320	49.57	21.52	27.64	119.29	60.29
CRO_T123323	146.81	51.68	31.27	282.21	65.98
CRO_T123324	84.24	73.37	69.84	84.64	93.73
CRO_T123325	43.51	27.02	22.27	24.7	29.84
CRO_T123326	435.87	8.17	13.58	0.72	3.84
CRO_T123327	6.03	15.85	7.92	10.21	18.48
CRO_T123328	25.24	13.19	14.51	25.12	16.88
CRO_T123329	87.63	20.69	23.47	22.01	18.98
CRO_T123330	1.7	5.71	6.31	3.91	90.42
CRO_T123331	3.6	4.71	3.7	1.77	52.47
CRO_T123332	44.32	76.36	76.13	81.11	61.41
CRO_T123333	20.23	0.08	0.19	1.03	0.67
CRO_T123334	0.21	0.48	0.6	0.38	0.3
CRO_T123335	33.82	51.32	48.43	60.12	55.21
CRO_T123336	30.5	44.38	57.84	154.8	48.53
CRO_T123338	3.6	1.08	4.3	6.67	5.34
CRO_T123339	8.74	16.57	24.22	16.29	23.27
CRO_T123340	0.43	2.56	0.29	6.17	28.39
CRO_T123341	0.17	2.13	0.25	0.58	1.07
CRO_T123342	34.67	94.11	76.73	479.68	386.32
CRO_T123343	141.72	195.83	190.28	399.92	522.95
CRO_T123344	55.3	36.12	32.51	65.49	55.89
CRO_T123345	16.28	11.7	10.33	11.55	12.26
CRO_T123346	44.95	33.14	25.68	35.17	35.98
CRO_T123347	57.87	37.82	36	110.55	70.19
CRO_T123348	16.06	15.27	12.4	6.79	12.07
CRO_T123349	44.59	31.48	18.09	34.51	30.3
CRO_T123350	0.39	0.06	0.38	21.37	0.66
CRO_T123351	36.95	46.25	46.38	57.51	82.58
CRO_T123352	0	0.12	0.15	0.13	0
CRO_T123353	0	0	0.33	0.4	0
CRO_T123354	0.09	0.1	0.62	0.55	0.1
CRO_T123355	4.61	0.89	0.72	1.34	1.9
CRO_T123357	55.19	50.13	38.56	67.14	65.34
CRO_T123359	0.41	0	0.04	0.55	0.37
CRO_T123361	1.35	2.22	1.76	0.74	1.17
CRO_T123363	151.69	77.63	107.76	104.44	27.73
CRO_T123364	0.89	0.8	0.92	0.95	0.79
CRO_T123365	2.35	2.16	2.22	11.24	1.83
CRO_T123366	4.15	5.49	3.24	3.58	5.25
CRO_T123367	2.68	3.66	2.55	6.96	6.85
CRO_T123368	1.33	2.23	1.45	29.5	0.91
CRO_T123369	66.54	14.75	20.71	45.12	5.6
CRO_T123370	15.54	1.48	1.52	124.12	1.08
CRO_T123371	1.08	0.88	0.72	0.98	0.71
CRO_T123372	0.36	0.03	0.25	129.69	5.83
CRO_T123373	2.68	1.19	0.73	7.88	8.58
CRO_T123374	104.92	114.79	77.57	115.74	173.66
CRO_T123375	15.76	20.48	14.81	51.16	30.37
CRO_T123376	17.77	22.54	14.08	16.49	17.48
CRO_T123377	115.86	97.22	87.52	149.83	158.95
CRO_T123379	3.41	6.34	2.77	7.83	10.66
CRO_T123380	1.21	0.81	0.53	1.02	1.76
CRO_T123381	7.49	16.65	38.91	211.38	33.44
CRO_T123382	37.17	27.38	28.05	37.12	36.79
CRO_T123383	198.56	80.26	69.43	157.66	193.45
CRO_T123384	22	18.1	11.5	26.67	20.52
CRO_T123385	62.5	42.4	34.12	88.66	62.83
CRO_T123386	9.62	3.08	4.51	4.9	5.79
CRO_T123387	11.31	12.71	11.33	9.97	10.19
CRO_T123388	30.56	6.18	6.51	74.68	220.57
CRO_T123389	21.45	24.83	18.47	26.58	24.89
CRO_T123390	17.55	14.89	13.04	15.62	25.23
CRO_T123392	60.15	121.66	70.03	131.43	99.34
CRO_T123393	5.33	15.69	6.91	4.09	12.03
CRO_T123394	27.59	62.94	51.04	26.87	30.66
CRO_T123395	27.99	25.55	21.62	34.08	38.55
CRO_T123397	59.15	75.76	47.77	73.51	67.07
CRO_T123398	49.88	35.15	41.03	36.76	66.32
CRO_T123399	72.89	75.96	78.48	94.4	120.57
